action_type,combined_shot_type,game_id,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,game_date,matchup,opponent
Pullup Jump shot,Jump Shot,21500244,1,2,0,2015-16,44,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/11/28,LAL @ POR,POR
Jump Bank Shot,Jump Shot,21500244,0,2,0,2015-16,0,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500244,11,3,0,2015-16,45,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500244,10,3,0,2015-16,55,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/28,LAL @ POR,POR
Pullup Jump shot,Jump Shot,21500244,7,3,0,2015-16,23,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500244,11,4,0,2015-16,3,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500244,8,4,0,2015-16,55,20,1,2PT Field Goal,Center(C),Mid-Range,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500244,7,4,0,2015-16,14,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/28,LAL @ POR,POR
Fadeaway Jump Shot,Jump Shot,21500244,3,4,0,2015-16,35,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/11/28,LAL @ POR,POR
Turnaround Jump Shot,Jump Shot,21500244,1,4,0,2015-16,20,10,0,2PT Field Goal,Left Side(L),Mid-Range,2015/11/28,LAL @ POR,POR
Jump Shot,Jump Shot,21500253,9,1,0,2015-16,9,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,8,1,0,2015-16,46,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,7,1,0,2015-16,56,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,7,1,0,2015-16,18,3,0,2PT Field Goal,Center(C),Restricted Area,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,6,1,0,2015-16,9,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,4,1,0,2015-16,40,11,0,2PT Field Goal,Left Side(L),Mid-Range,2015/11/29,LAL vs. IND,IND
Layup Shot,Layup,21500253,3,1,0,2015-16,34,1,1,2PT Field Goal,Center(C),Restricted Area,2015/11/29,LAL vs. IND,IND
Hook Shot,Hook Shot,21500253,2,1,0,2015-16,53,3,0,2PT Field Goal,Center(C),Restricted Area,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,8,2,0,2015-16,50,19,0,2PT Field Goal,Right Side(R),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,7,2,0,2015-16,7,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,5,2,0,2015-16,56,11,0,2PT Field Goal,Left Side(L),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,2,2,0,2015-16,48,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,1,2,0,2015-16,43,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,1,2,0,2015-16,2,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,0,2,0,2015-16,40,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,10,4,0,2015-16,26,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,9,4,0,2015-16,57,15,0,2PT Field Goal,Left Side(L),Mid-Range,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,1,4,0,2015-16,19,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/11/29,LAL vs. IND,IND
Turnaround Jump Shot,Jump Shot,21500253,0,4,0,2015-16,12,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500253,0,4,0,2015-16,7,27,0,3PT Field Goal,Center(C),Above the Break 3,2015/11/29,LAL vs. IND,IND
Jump Shot,Jump Shot,21500263,11,1,0,2015-16,49,25,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Step Back Jump shot,Jump Shot,21500263,11,1,0,2015-16,21,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,10,1,0,2015-16,48,26,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,10,1,0,2015-16,44,28,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,10,1,0,2015-16,12,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Turnaround Fadeaway shot,Jump Shot,21500263,9,1,0,2015-16,19,14,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/1,LAL @ PHI,PHI
Pullup Jump shot,Jump Shot,21500263,7,1,0,2015-16,36,20,1,2PT Field Goal,Center(C),Mid-Range,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,7,1,0,2015-16,12,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,4,1,0,2015-16,48,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Turnaround Hook Shot,Hook Shot,21500263,4,1,0,2015-16,27,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,11,2,0,2015-16,27,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,9,2,0,2015-16,20,27,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,6,2,0,2015-16,54,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,1,2,0,2015-16,47,26,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Fadeaway Jump Shot,Jump Shot,21500263,1,2,0,2015-16,7,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,0,2,0,2015-16,49,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,11,3,0,2015-16,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,9,3,0,2015-16,17,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,6,3,0,2015-16,45,17,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,5,3,0,2015-16,13,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Driving Reverse Layup Shot,Layup,21500263,11,4,0,2015-16,16,1,0,2PT Field Goal,Center(C),Restricted Area,2015/12/1,LAL @ PHI,PHI
Layup Shot,Layup,21500263,8,4,0,2015-16,42,2,0,2PT Field Goal,Center(C),Restricted Area,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,8,4,0,2015-16,38,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,2,4,0,2015-16,44,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/1,LAL @ PHI,PHI
Layup Shot,Layup,21500263,2,4,0,2015-16,15,2,0,2PT Field Goal,Center(C),Restricted Area,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500263,0,4,0,2015-16,23,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/1,LAL @ PHI,PHI
Jump Shot,Jump Shot,21500269,7,1,0,2015-16,37,19,1,2PT Field Goal,Center(C),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,6,1,0,2015-16,45,24,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,4,1,0,2015-16,36,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,11,2,0,2015-16,28,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,11,2,0,2015-16,6,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,10,2,0,2015-16,14,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,9,2,0,2015-16,2,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,8,2,0,2015-16,17,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Turnaround Jump Shot,Jump Shot,21500269,7,2,0,2015-16,40,17,1,2PT Field Goal,Right Side(R),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,2,2,0,2015-16,34,16,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,1,2,0,2015-16,12,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,10,3,0,2015-16,12,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,4,3,0,2015-16,41,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,11,4,0,2015-16,41,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,10,4,0,2015-16,33,12,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,9,4,0,2015-16,10,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,7,4,0,2015-16,36,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,5,4,0,2015-16,56,25,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,4,4,0,2015-16,50,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,3,4,0,2015-16,52,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,3,4,0,2015-16,32,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,1,4,0,2015-16,47,17,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,0,4,0,2015-16,58,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500269,0,4,0,2015-16,30,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/2,LAL @ WAS,WAS
Jump Shot,Jump Shot,21500286,11,1,0,2015-16,25,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,10,1,0,2015-16,26,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Driving Floating Jump Shot,Jump Shot,21500286,8,1,0,2015-16,44,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2015/12/4,LAL @ ATL,ATL
Turnaround Jump Shot,Jump Shot,21500286,5,1,0,2015-16,2,16,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,7,2,0,2015-16,59,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Jump Bank Shot,Jump Shot,21500286,7,2,0,2015-16,23,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,5,2,0,2015-16,28,27,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,6,3,0,2015-16,14,17,0,2PT Field Goal,Center(C),Mid-Range,2015/12/4,LAL @ ATL,ATL
Turnaround Fadeaway shot,Jump Shot,21500286,4,3,0,2015-16,53,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,4,3,0,2015-16,43,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,4,3,0,2015-16,9,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,3,3,0,2015-16,43,25,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,9,4,0,2015-16,53,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,6,4,0,2015-16,15,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,4,4,0,2015-16,46,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/4,LAL @ ATL,ATL
Driving Floating Jump Shot,Jump Shot,21500286,4,4,0,2015-16,14,12,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,4,4,0,2015-16,10,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/4,LAL @ ATL,ATL
Pullup Jump shot,Jump Shot,21500286,2,4,0,2015-16,17,19,0,2PT Field Goal,Center(C),Mid-Range,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500286,1,4,0,2015-16,53,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/4,LAL @ ATL,ATL
Jump Shot,Jump Shot,21500301,11,1,0,2015-16,26,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,10,1,0,2015-16,8,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,9,1,0,2015-16,10,22,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,6,1,0,2015-16,25,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,4,1,0,2015-16,48,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,7,2,0,2015-16,32,16,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,5,2,0,2015-16,48,14,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,10,3,0,2015-16,6,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,8,3,0,2015-16,35,19,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,7,3,0,2015-16,36,24,1,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/6,LAL @ DET,DET
Fadeaway Jump Shot,Jump Shot,21500301,6,3,0,2015-16,54,15,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,6,3,0,2015-16,15,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/6,LAL @ DET,DET
Layup Shot,Layup,21500301,6,3,0,2015-16,0,0,0,2PT Field Goal,Center(C),Restricted Area,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,3,3,0,2015-16,31,16,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500301,2,3,0,2015-16,5,20,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/6,LAL @ DET,DET
Jump Shot,Jump Shot,21500308,9,1,0,2015-16,18,14,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/7,LAL @ TOR,TOR
Jump Shot,Jump Shot,21500308,7,1,0,2015-16,5,11,1,2PT Field Goal,Right Side(R),Mid-Range,2015/12/7,LAL @ TOR,TOR
Turnaround Fadeaway shot,Jump Shot,21500308,5,1,0,2015-16,15,16,0,2PT Field Goal,Center(C),Mid-Range,2015/12/7,LAL @ TOR,TOR
Floating Jump shot,Jump Shot,21500308,4,1,0,2015-16,14,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/7,LAL @ TOR,TOR
Step Back Jump shot,Jump Shot,21500308,8,2,0,2015-16,15,17,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/7,LAL @ TOR,TOR
Driving Layup Shot,Layup,21500308,1,2,0,2015-16,41,2,1,2PT Field Goal,Center(C),Restricted Area,2015/12/7,LAL @ TOR,TOR
Running Pull-Up Jump Shot,Jump Shot,21500308,11,3,0,2015-16,22,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/7,LAL @ TOR,TOR
Jump Shot,Jump Shot,21500308,9,3,0,2015-16,24,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/7,LAL @ TOR,TOR
Turnaround Fadeaway shot,Jump Shot,21500308,8,3,0,2015-16,29,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/7,LAL @ TOR,TOR
Pullup Jump shot,Jump Shot,21500308,7,3,0,2015-16,52,21,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/7,LAL @ TOR,TOR
Running Finger Roll Layup Shot,Layup,21500308,7,3,0,2015-16,38,1,1,2PT Field Goal,Center(C),Restricted Area,2015/12/7,LAL @ TOR,TOR
Pullup Jump shot,Jump Shot,21500308,6,4,0,2015-16,16,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/7,LAL @ TOR,TOR
Jump Shot,Jump Shot,21500308,5,4,0,2015-16,40,23,0,3PT Field Goal,Right Side(R),Right Corner 3,2015/12/7,LAL @ TOR,TOR
Pullup Jump shot,Jump Shot,21500308,4,4,0,2015-16,56,18,1,2PT Field Goal,Center(C),Mid-Range,2015/12/7,LAL @ TOR,TOR
Jump Shot,Jump Shot,21500308,3,4,0,2015-16,43,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/7,LAL @ TOR,TOR
Pullup Jump shot,Jump Shot,21500308,3,4,0,2015-16,12,18,0,2PT Field Goal,Left Side(L),Mid-Range,2015/12/7,LAL @ TOR,TOR
Pullup Jump shot,Jump Shot,21500325,10,1,0,2015-16,5,18,1,2PT Field Goal,Center(C),Mid-Range,2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500325,7,1,0,2015-16,52,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/9,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,21500325,6,1,0,2015-16,28,15,1,2PT Field Goal,Left Side(L),Mid-Range,2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500325,3,1,0,2015-16,51,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500325,9,2,0,2015-16,31,16,1,2PT Field Goal,Right Side(R),Mid-Range,2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500325,9,2,0,2015-16,4,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/9,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,21500325,8,2,0,2015-16,21,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/9,LAL @ MIN,MIN
Fadeaway Jump Shot,Jump Shot,21500325,4,2,0,2015-16,15,14,0,2PT Field Goal,Right Side(R),Mid-Range,2015/12/9,LAL @ MIN,MIN
Step Back Jump shot,Jump Shot,21500325,2,2,0,2015-16,43,17,1,2PT Field Goal,Center(C),Mid-Range,2015/12/9,LAL @ MIN,MIN
Turnaround Jump Shot,Jump Shot,21500325,11,3,0,2015-16,42,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500325,9,3,0,2015-16,34,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/9,LAL @ MIN,MIN
Pullup Jump shot,Jump Shot,21500325,6,3,0,2015-16,29,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/9,LAL @ MIN,MIN
Turnaround Jump Shot,Jump Shot,21500325,4,3,0,2015-16,4,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/9,LAL @ MIN,MIN
Jump Shot,Jump Shot,21500342,9,1,0,2015-16,30,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,6,1,0,2015-16,23,23,1,3PT Field Goal,Left Side(L),Left Corner 3,2015/12/11,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,21500342,5,1,0,2015-16,52,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/11,LAL @ SAS,SAS
Pullup Jump shot,Jump Shot,21500342,3,1,0,2015-16,35,17,1,2PT Field Goal,Right Side(R),Mid-Range,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,3,1,0,2015-16,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,8,2,0,2015-16,24,24,0,3PT Field Goal,Left Side(L),Left Corner 3,2015/12/11,LAL @ SAS,SAS
Pullup Jump shot,Jump Shot,21500342,4,2,0,2015-16,22,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,11,3,0,2015-16,36,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,8,3,0,2015-16,41,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/11,LAL @ SAS,SAS
Pullup Jump shot,Jump Shot,21500342,9,4,0,2015-16,45,21,1,2PT Field Goal,Center(C),Mid-Range,2015/12/11,LAL @ SAS,SAS
Turnaround Fadeaway shot,Jump Shot,21500342,8,4,0,2015-16,37,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/11,LAL @ SAS,SAS
Jump Shot,Jump Shot,21500342,6,4,0,2015-16,5,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/11,LAL @ SAS,SAS
Pullup Jump shot,Jump Shot,21500349,5,1,0,2015-16,4,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,4,1,0,2015-16,5,24,1,3PT Field Goal,Center(C),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Turnaround Jump Shot,Jump Shot,21500349,3,1,0,2015-16,51,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,6,2,0,2015-16,8,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,6,2,0,2015-16,0,23,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,21500349,5,2,0,2015-16,45,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/12,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,21500349,4,2,0,2015-16,50,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,2,2,0,2015-16,42,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,21500349,9,3,0,2015-16,39,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),2015/12/12,LAL @ HOU,HOU
Turnaround Fadeaway shot,Jump Shot,21500349,6,3,0,2015-16,21,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,5,3,0,2015-16,40,24,0,3PT Field Goal,Left Side(L),Left Corner 3,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,4,3,0,2015-16,32,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Fadeaway Jump Shot,Jump Shot,21500349,3,3,0,2015-16,54,14,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),2015/12/12,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,21500349,1,3,0,2015-16,24,23,0,3PT Field Goal,Center(C),Above the Break 3,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,1,3,0,2015-16,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500349,0,3,0,2015-16,6,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,2015/12/12,LAL @ HOU,HOU
Jump Shot,Jump Shot,21500370,10,1,0,2015-16,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,2015/12/15,LAL vs. MIL,MIL
